date,"FinBERT_Score (-1, 1)",Article_Count
2022-12-15,0.03656193527104464,142
2022-12-16,0.09895701726305892,110
2022-12-17,0.012759216642682102,69
2022-12-18,-0.07978243880939705,54
2022-12-19,0.19208889254507158,202
2022-12-20,0.09466476371983858,146
2022-12-21,0.032430185662252045,124
2022-12-22,0.017032680932512815,139
2022-12-23,-0.131363511569798,125
2022-12-24,-0.006983962887898087,40
2022-12-25,0.009403421300584856,46
2022-12-26,0.053640532923432495,65
2022-12-27,-0.2182206050284318,67
2022-12-28,-0.22455737132778658,84
2022-12-29,-0.22580212110841877,89
2022-12-30,-0.09242689099777093,94
2022-12-31,-0.07230089402154964,51
2023-01-01,-0.011729094406796826,27
2023-01-02,-0.09754111539064483,55
2023-01-03,-0.11132160752792569,85
2023-01-04,-0.15574279006891298,151
2023-01-05,0.054888166592649695,106
2023-01-06,0.058301823262949116,104
2023-01-07,-0.14823277013298744,48
2023-01-08,-0.09723531482741236,35
2023-01-09,-0.14565030811354518,62
2023-01-10,-0.011255477388483395,109
2023-01-11,-0.1332806948480676,132
2023-01-12,-0.14687846202850918,129
2023-01-13,-0.20892301562886972,130
2023-01-14,-0.14275454920023045,47
2023-01-15,-0.04135158895091577,33
2023-01-16,-0.054616627612764514,123
2023-01-17,0.08933407472086553,119
2023-01-18,-0.06519925331294134,148
2023-01-19,-0.21899469168235858,150
2023-01-20,-0.6332813732480898,439
2023-01-21,-0.5849848418556912,108
2023-01-22,-0.2970204615607285,65
2023-01-23,-0.353227853817039,133
2023-01-24,-0.5707232728645566,310
2023-01-25,-0.4110762214422533,291
2023-01-26,-0.12276952140585541,172
2023-01-27,-0.12598915594676252,181
2023-01-28,-0.22126875600029886,71
2023-01-29,-0.19181084137380822,64
2023-01-30,-0.23510767710281583,123
2023-01-31,-0.16889084769676613,113
2023-02-01,-0.1344954199321045,171
2023-02-02,-0.2050365320353124,156
2023-02-03,-0.1665817310217669,226
2023-02-04,-0.13891257823190906,55
2023-02-05,-0.1403113279890801,35
2023-02-06,0.06587197969534568,175
2023-02-07,0.06977468692502262,329
2023-02-08,-0.08096457122657333,322
2023-02-09,-0.26001296199084367,272
2023-02-10,-0.1456298429033601,142
2023-02-11,-0.2227837335559781,81
2023-02-12,-0.14572183660036603,43
2023-02-13,-0.13911133271098236,149
2023-02-14,-0.04186221884803906,155
2023-02-15,-0.03491736165942403,118
2023-02-16,-0.1704883545553159,122
2023-02-17,-0.3098798711857886,139
2023-02-18,-0.28998819905159584,59
2023-02-19,-0.21632358904829935,38
2023-02-20,-0.0781848823240438,77
2023-02-21,-0.07487697078906697,139
2023-02-22,-0.08851722324914413,164
2023-02-23,-0.14205976346364388,234
2023-02-24,-0.17947420009636672,145
2023-02-25,-0.1662887998507358,80
2023-02-26,-0.2714819569140673,50
2023-02-27,-0.027598543379169244,104
2023-02-28,-0.15724748253034285,130
2023-03-01,0.08851066235228813,133
2023-03-02,-0.16244452032836132,89
2023-03-03,-0.1452685791512274,88
2023-03-04,-0.11037716963328421,40
2023-03-05,-0.10794174311489894,29
2023-03-06,-0.3207870655284863,73
2023-03-07,0.025166473112406985,113
2023-03-08,0.06802996419441358,157
2023-03-09,0.043394299749380506,117
2023-03-10,-0.13606695867265048,92
2023-03-11,-0.26489835648852234,34
2023-03-12,0.03148475358596979,39
2023-03-13,0.0013416875153779984,92
2023-03-14,0.12211636814820227,177
2023-03-15,0.04905515603188958,175
2023-03-16,-0.023628380798475176,122
2023-03-17,-0.21845805302746896,123
2023-03-18,-0.11361541723211606,39
2023-03-19,-0.15684388532597376,38
2023-03-20,-0.0843362496935029,113
2023-03-21,-0.03850818755060332,291
2023-03-22,-0.045804637020254245,280
2023-03-23,0.01649443870365548,208
2023-03-24,-0.016776039550091073,183
2023-03-25,-0.10606003973272539,62
2023-03-26,-0.06122481417669742,54
2023-03-27,-0.027095206287400475,145
2023-03-28,-0.01361852306060903,218
2023-03-29,-0.04430623710025809,316
2023-03-30,-0.16058685225703992,242
2023-03-31,-0.08649831269295853,228
2023-04-01,0.016143850116835286,120
2023-04-02,-0.03095426719964427,68
2023-04-03,-0.02123137542213767,195
2023-04-04,-0.12697647332593245,270
2023-04-05,-0.011192955749316348,225
2023-04-06,-0.0834958305510764,260
2023-04-07,-0.01905565777760462,169
2023-04-08,-0.00699276336753327,72
2023-04-09,0.04036584648450738,38
2023-04-10,-0.029546312595360308,159
2023-04-11,-0.2000725796516133,293
2023-04-12,-0.026125290943585205,169
2023-04-13,-0.06515577673697127,208
2023-04-14,0.008620473626682437,152
2023-04-15,-0.14198349422076717,64
2023-04-16,-0.136515089587885,84
2023-04-17,-0.21655392506494162,312
2023-04-18,-0.06521829285364324,313
2023-04-19,-0.11626590961718067,321
2023-04-20,-0.036989950144663455,250
2023-04-21,-0.05200704373989482,245
2023-04-22,-0.14787337620099875,142
2023-04-23,-0.04886247507965891,64
2023-04-24,0.015355964229902043,241
2023-04-25,-0.006375232548129538,288
2023-04-26,0.014966079825703525,277
2023-04-27,-0.08633193051262858,197
2023-04-28,-0.16710213387660605,196
2023-04-29,0.04260797905394944,82
2023-04-30,0.03120778255122766,89
2023-05-01,-0.27418365035606385,228
2023-05-02,-0.18347325895788633,457
2023-05-03,0.017088957489735244,401
2023-05-04,-0.04470898301140333,451
2023-05-05,-0.0882272349088101,331
2023-05-06,-0.056798278770318865,113
2023-05-07,-0.07288625734263515,83
2023-05-08,-0.0014025612137884948,228
2023-05-09,0.07087798040071182,232
2023-05-10,0.14149222724126456,1126
2023-05-11,0.10270873902106038,689
2023-05-12,0.015636141993659987,309
2023-05-13,0.008559165653109336,139
2023-05-14,0.02841782411319557,116
2023-05-15,-0.010667644041435172,240
2023-05-16,-0.05444066232448159,281
2023-05-17,-0.0669521256455813,308
2023-05-18,-0.05969516861771878,312
2023-05-19,-0.018915555616300362,293
2023-05-20,0.022177772890862035,87
2023-05-21,-0.074213050954443,84
2023-05-22,0.045536598231054236,196
2023-05-23,0.13398602156291506,248
2023-05-24,0.03650993584677225,254
2023-05-25,-0.05230032130110975,222
2023-05-26,-0.04683802709099179,177
2023-05-27,-0.14565183723408898,88
2023-05-28,0.02502409408667258,70
2023-05-29,-0.03696906804495181,120
2023-05-30,0.023689896128058028,147
2023-05-31,0.02498608620800568,152
2023-06-01,0.10353118342365886,202
2023-06-02,0.07441723684155166,146
2023-06-03,-0.05007564957087783,73
2023-06-04,-0.16467586680273735,67
2023-06-05,-0.08762737830022999,178
2023-06-06,0.07638830192154274,200
2023-06-07,0.14685540813442371,219
2023-06-08,-0.011290107402703042,286
2023-06-09,0.014975344937083242,229
2023-06-10,-0.021667153300607905,85
2023-06-11,-0.19047077143960425,113
2023-06-12,-0.0014840927266325996,211
2023-06-13,-0.052624655236462946,206
2023-06-14,-0.2174619539839043,437
2023-06-15,-0.06729245857468673,350
2023-06-16,-0.10366535445421257,220
2023-06-17,0.007413290484863169,85
2023-06-18,0.017256881669163705,90
2023-06-19,0.010077912449127152,147
2023-06-20,-0.04709524038079821,305
2023-06-21,-0.09307582999505373,276
2023-06-22,-0.023838419377879828,245
2023-06-23,0.06284660281024265,196
2023-06-24,0.11573962151093313,137
2023-06-25,0.009655933649767013,63
2023-06-26,-0.06275133273104719,229
2023-06-27,-0.16684914501500803,239
2023-06-28,-0.2017405908988742,279
2023-06-29,-0.172874064299154,293
2023-06-30,-0.1927198243318172,201
2023-07-01,0.00281663470607447,76
2023-07-02,0.03471330781792139,43
2023-07-03,-0.023799236117187757,116
2023-07-04,-0.11156432126111612,189
2023-07-05,-0.01179424569056165,205
2023-07-06,-0.08501561516260897,176
2023-07-07,-0.05096819608339242,140
2023-07-08,-0.01137189420361845,53
2023-07-09,-0.042612949636979744,52
2023-07-10,-0.02727464072716733,150
2023-07-11,-0.07294998598018927,210
2023-07-12,-0.1248901358317476,311
2023-07-13,0.06019500833797032,402
2023-07-14,0.026758653450418602,209
2023-07-15,-0.03548582198483677,58
2023-07-16,0.051362656778655945,60
2023-07-17,-0.12851636703824623,200
2023-07-18,0.03152753595848767,178
2023-07-19,-0.05149867828791412,207
2023-07-20,0.0341263227040332,262
2023-07-21,0.06143497582884599,259
2023-07-22,0.07064452299123837,72
2023-07-23,-0.02536581766593163,61
2023-07-24,-0.0763226255639306,124
2023-07-25,0.033788159225756925,210
2023-07-26,0.10516292582582941,288
2023-07-27,0.012673103408935257,197
2023-07-28,0.1036086063920742,210
2023-07-29,0.13021279059209023,79
2023-07-30,-0.030841142081712583,49
2023-07-31,-0.004362809611484409,160
2023-08-01,-0.010276542047867713,173
2023-08-02,-0.008616693102969574,182
2023-08-03,-0.08085718544046443,194
2023-08-04,-0.0949121368972301,243
2023-08-05,-0.014961761761118065,88
2023-08-06,-0.04281122835042576,60
2023-08-07,-0.019906426109578254,182
2023-08-08,-0.06447529574264384,192
2023-08-09,0.054357034314879295,229
2023-08-10,0.06968085775058248,199
2023-08-11,-0.03880240741491943,143
2023-08-12,-0.05826670609383007,59
2023-08-13,0.05780257435981184,80
2023-08-14,0.09946848149726016,148
2023-08-15,0.13588979607685564,196
2023-08-16,0.10633427844290178,191
2023-08-17,-0.0037369707369279523,247
2023-08-18,0.022737837616844985,167
2023-08-19,-0.06386414657371413,76
2023-08-20,-0.04428380139564213,57
2023-08-21,-0.004139638752402628,119
2023-08-22,0.06828500829668269,179
2023-08-23,0.06938798718686615,175
2023-08-24,0.1016248080871816,244
2023-08-25,0.05065712912281038,157
2023-08-26,-0.041664628881133266,54
2023-08-27,0.07385329776443542,40
2023-08-28,0.06747017503948882,184
2023-08-29,0.2399510641642971,522
2023-08-30,0.10116363525927319,413
2023-08-31,0.09472207034293276,325
2023-09-01,0.053701081557436754,204
2023-09-02,-0.09089091237844296,71
2023-09-03,0.06442213687114418,76
2023-09-04,0.04810545447935152,127
2023-09-05,0.028571864623469456,209
2023-09-06,-0.002877721067189294,340
2023-09-07,0.038233744811574356,339
2023-09-08,0.002813956057405577,226
2023-09-09,-0.025949298018323522,70
2023-09-10,-0.032444240734912456,80
2023-09-11,-0.09617758498631448,241
2023-09-12,-0.07380806305225038,422
2023-09-13,-0.12886087695971646,261
2023-09-14,-0.12556928101601256,263
2023-09-15,-0.13492018810990783,225
2023-09-16,-0.06109657894709323,101
2023-09-17,0.04728678563885667,54
2023-09-18,-0.03926307327686722,161
2023-09-19,0.08246243495066855,279
2023-09-20,-0.030503027540232455,301
2023-09-21,-0.32252043465741426,351
2023-09-22,-0.0996771413263259,206
